證券代碼,簡稱,TSE 產業別,年月,財報發布日,ROA(A)稅後息前,ROE(B)－常續利益,營業毛利率,營業利益率,稅後淨利率,股利殖利率,研究發展費用率,營業費用率,常續性EPS,資產總額,負債總額,股東權益總額
2441,超豐,24,202106,2021/7/30,4.82,6.06,33.74,30.18,23.63,,1.43,3.57,6.12,24507078,6115420,18391658
2442,新美齊,14,202106,2021/8/12,2.8,8.11,36.72,28.52,35.6,,0,8.2,2.5,11356017,7026876,4329141
2443,昶虹,20,202106,2021/8/16,-5.81,-8.85,-48.44,-180.33,-139.27,,0,131.89,-2.72,616234,202483,413751
2444,兆勁,27,202106,2021/8/13,0.44,0.73,16.07,4.15,1.58,,2.24,11.92,-0.06,1814360,976612,837748
2449,京元電子,24,202106,2021/8/11,1.38,2.86,26.81,13.97,11.39,,3.86,12.85,3,69948225,40431224,29517001
2450,神腦,27,202106,2021/7/28,1.14,2.09,11.85,1.44,1.63,,0,10.47,2.18,9560750,3749031,5811719
2451,創見,24,202106,2021/8/5,3.74,4.45,34.71,25.88,21.62,,1.05,8.83,3.86,22420833,3731326,18689507
2453,凌群,30,202106,2021/8/13,1.1,2,25.83,3.38,3.08,,4.21,22.46,2,3775841,1803215,1972626
2454,聯發科,24,202106,2021/8/13,4.54,6.67,46.19,22.95,21.95,,18.21,23.24,45.22,630875376,243242830,387632546
2455,全新,27,202106,2021/7/30,4.75,7,43.63,31.72,25.31,,7.48,11.91,3.84,4899199,1545961,3353238
2457,飛宏,28,202106,2021/8/5,-0.9,-2.48,11.32,-3.79,-3.95,,6.06,15.11,-0.72,11688164,7306832,4381332
2458,義隆,24,202106,2021/8/4,7.74,13.44,50.21,33.14,25.86,,11.13,17.06,15.6,17943780,8950526,8993254
2459,敦吉,31,202106,2021/8/12,1.77,3.02,19.25,9.86,8.48,,1.87,9.39,4.69,9000236,4297886,4702350
2460,建通,28,202106,2021/8/12,1.82,4.46,23.95,15.45,7.1,,0.36,8.49,1.14,5520692,3227386,2293306
2461,光群雷,31,202106,2021/8/12,1.67,0.55,20.86,4.28,8.61,,4.09,16.58,1.39,8115861,4124675,3991186
2462,良得電,28,202106,2021/8/16,3.28,-2.59,6.26,-2.61,12.65,,2.12,8.87,-0.95,4962631,2267355,2695276
2464,盟立,31,202106,2021/8/11,1.18,2.79,23.18,7.76,5.14,,4.74,15.4,2.52,10192157,5848599,4343558
2465,麗臺,25,202106,2021/8/5,10.05,41.47,23.49,8.09,7.01,,2.16,15.4,5.44,1781455,1200628,580827
2466,冠西電,26,202106,2021/8/13,0.21,0.04,23.05,4.25,0.22,,0.49,18.8,-0.78,3967126,2402919,1564207
2467,志聖,28,202106,2021/8/11,2.75,6.6,34.77,13.59,13.2,,3.81,21.18,3.95,7524594,4432063,3092531
2468,華經,30,202106,2021/8/13,0.76,1.22,11.58,3.62,2.6,,,7.97,0.57,1875135,745088,1130047
2471,資通,30,202106,2021/8/9,-1.29,-2.15,25.1,-8.12,-12.02,,14.85,33.22,1.84,1270795,502180,768615
2472,立隆電,28,202106,2021/8/11,3.22,4.29,29.99,18.6,15.19,,2.17,11.39,4.8,12169992,3627066,8542926
2474,可成,31,202106,2021/8/6,0.31,0.42,32.15,20.38,6.62,,4.09,11.77,-11.13,249500830,100279937,149220893
2476,鉅祥,28,202106,2021/8/6,2.7,4.15,30.12,17.01,14.04,,2.74,13.13,2.7,8469992,2984735,5485257
2477,美隆電,31,202106,2021/8/11,1.11,-0.09,14.55,-2.27,10.94,,3.73,16.82,-4.54,9212922,4414311,4798611
2478,大毅,28,202106,2021/8/11,2.98,4.52,30.08,21.04,17.42,,0.78,9.04,4.99,9713812,3336134,6377678
2480,敦陽科,30,202106,2021/7/30,2.38,5.19,24.33,10.57,8.86,,1.68,13.76,4.96,5604828,2951715,2653113
2481,強茂,24,202106,2021/8/13,2.79,7.59,32.01,17.77,15.42,,2.79,14.24,4.17,21047903,13507871,7540032
2482,連宇,31,202106,2021/8/12,0.24,0.2,38.21,3.47,0.98,,11.03,34.74,-0.99,1137362,433935,703427
2483,百容,28,202106,2021/8/4,2.76,4.97,18.51,-2.05,21.23,,5.4,20.56,1.03,4191865,1739492,2452373
2484,希華,28,202106,2021/8/6,1.84,2.7,27.35,15.41,11.14,,3.21,11.94,1.59,5093179,1599755,3493424
2485,兆赫,27,202106,2021/8/10,-1.6,-2.13,-0.45,-9.35,-9.2,,3.86,8.9,-1.17,8614639,2162519,6452120
2486,一詮,26,202106,2021/8/11,2.33,4.63,20.95,11.05,9.04,,1.41,9.9,0.6,6365066,3267086,3097980
2488,漢平,31,202106,2021/8/6,1.27,1.23,16.06,6.15,6.57,,3.44,9.92,1.69,3581035,1443273,2137762
2489,瑞軒,26,202106,2021/8/5,3.09,-1,8.22,0.32,16.64,,1.37,7.9,-2.03,27254115,9243538,18010577
2491,吉祥全,26,202106,2021/8/16,17.78,18.89,93.28,87.98,88.6,,0.08,5.3,3.47,2722624,175919,2546705
2492,華新科,28,202106,2021/8/6,2.95,5.35,34.04,25.35,21.84,,2.46,8.69,16.47,90438341,42123563,48314778
2493,揚博,28,202106,2021/8/6,2.22,3.04,25.25,14.71,13.37,,0.82,10.54,2.67,4069977,1826729,2243248
2495,普安,25,202106,2021/8/11,0.1,0.33,42.23,4.08,1.04,,23.39,38.15,0.31,5283209,1282037,4001172
2496,卓越,20,202106,2021/8/12,0.71,1.11,47.35,5.2,5.69,,0,42.15,2.89,1315967,570676,745291
2497,怡利電,12,202106,2021/8/4,-0.22,-0.54,25.05,3.74,-1.83,,10.86,21.32,0.22,2855211,1542306,1312905
2498,宏達電,27,202106,2021/8/6,-1.25,-2.96,29.89,-77.79,-41.91,,44.48,107.68,-5.28,44531149,16340334,28190815
2501,國建,14,202106,2021/8/12,-0.42,-1.2,9.82,-23.23,-24.98,,0,33.05,0.88,64695982,40413932,24282050
2504,國產,14,202106,2021/8/13,2.3,2.77,17.21,13.37,14.47,,0.04,3.84,2.19,35253418,12493813,22759605
2505,國揚,14,202106,2021/8/12,3.14,5.53,31.22,25.31,23.38,,0,5.92,3.19,17039724,7363487,9676237
2506,太設,14,202106,2021/8/10,-0.18,-0.53,36.95,-14.34,-21.15,,0,51.29,0.17,14005552,5445921,8559631
2509,全坤建,14,202106,2021/8/11,0.32,0.23,34.62,13.24,6.97,,0,21.38,1.22,7605169,2703158,4902011
2511,太子,14,202106,2021/8/6,1.58,1.05,28.76,8.67,27.35,,0,20.09,0.55,49094066,22584580,26509486
2514,龍邦,20,202106,2021/8/13,2.8,0.22,6.93,2.49,21.97,,0,4.44,0.58,25637798,15109439,10528359
2515,中工,14,202106,2021/8/13,0.22,0.31,6.08,2.47,1.7,,0.17,3.61,0.35,43724450,23035692,20688758
2516,新建,14,202106,2021/8/13,0.13,0.13,1.06,-0.5,0.18,,,1.56,-2.05,5877539,4117923,1759616
2520,冠德,14,202106,2021/8/6,2.95,8.29,25.16,19.87,16.71,,0,5.28,9,52224438,32637689,19586749
2524,京城,14,202106,2021/8/13,1.41,2.94,37.35,29.3,21.22,,0,8.05,4.85,35291275,19794580,15496695
2527,宏璟,14,202106,2021/8/13,1.15,1.95,33.18,20.44,16.87,,0,12.74,2.75,18534550,8469266,10065284
2528,皇普,14,202106,2021/8/5,0.38,1.49,22.61,12.45,12.39,,0,10.16,0.33,15774069,11883950,3890119
2530,華建,14,202106,2021/8/11,-0.15,-0.51,100,-799.62,-1531.87,,0,899.62,-0.2,14779319,8432405,6346914
2534,宏盛,14,202106,2021/8/13,0.55,1.09,44.46,22.88,17.86,,0,21.58,1.52,33130116,19771717,13358399
2535,達欣工,14,202106,2021/8/3,2.06,5.3,18.46,14.44,10.43,,,4.02,3.21,21163788,12947071,8216717
2536,宏普,14,202106,2021/8/9,-0.08,-0.39,40.09,17.01,-87.71,,0,23.08,0.57,24931293,13130656,11800637
2537,聯上發,14,202106,2021/8/13,0.21,0.21,31.25,15.58,4.24,,0,15.67,-0.3,13242672,9239144,4003528
2538,基泰,14,202106,2021/8/12,-0.47,-1.81,69.62,-53.97,-221.55,,0,123.59,-0.43,20735740,14175449,6560291
2539,櫻花建,14,202106,2021/8/10,-0.19,-0.6,100,-4191.22,-4731.94,,0,4291.22,0.89,21609969,13897099,7712870
2540,愛山林,14,202106,2021/8/13,0.5,0.88,32.98,15.63,4.55,,0.82,17.34,5.86,16288267,10839103,5449164
2542,興富發,14,202106,2021/8/13,1.63,2.65,30.1,22.61,18.06,,0,7.49,3.72,185297566,147028926,38268640
2543,皇昌,14,202106,2021/8/13,0.4,0.58,3.56,1.4,0.89,,0,2.16,0.17,8284919,6086374,2198545
2545,皇翔,14,202106,2021/8/12,2.16,4.89,48.03,33.29,42.18,,0,14.74,6.83,44004122,31492253,12511869
2546,根基,14,202106,2021/8/6,3.17,7.88,15.9,12.85,11.16,,0,3.05,6.5,8858326,5330692,3527634
2547,日勝生,14,202106,2021/8/11,0.09,-0.85,42.5,7.07,-8.09,,0.04,35.44,0.52,55901812,43765800,12136012
2548,華固,14,202106,2021/8/11,0.92,2.06,33.65,23.34,19.25,,0,10.3,5.45,38891960,22788534,16103426
2596,綠意,14,202106,2021/8/11,1.61,2.47,25.38,16.57,15.32,,0,8.81,1.83,3406800,1131465,2275335
2597,潤弘,14,202106,2021/8/12,2.83,8.58,15.26,11.31,7.03,,0.32,3.95,9.19,14249603,8268326,5981277
2601,益航,18,202106,2021/8/16,0.53,0.22,62.36,14.32,2.63,,0,48.04,0.04,34273905,21487537,12786368
2603,長榮,15,202106,2021/8/6,11.95,27.87,54.78,52.02,48.8,,0,2.8,18.84,437093916,237338652,199755264
2605,新興,15,202106,2021/8/10,0.83,1.15,26.31,20.63,24.73,,0,5.67,0.97,21748338,5706455,16041883
2606,裕民,15,202106,2021/7/28,1.82,3.62,29.38,25.54,30.54,,,3.85,2.19,60023852,37191043,22832809
2607,榮運,15,202106,2021/8/5,0.64,0.85,12.89,9.54,12.99,,0,3.34,0.64,40202698,12226126,27976572
2608,嘉里大榮,15,202106,2021/8/6,1.62,3.1,19.76,14.19,10.65,,,5.57,3.22,22826427,12083045,10743382
2609,陽明,15,202106,2021/8/16,15.65,42.59,60.17,57.8,47.25,,0,2.38,21.87,240117676,140061704,100055972
2610,華航,15,202106,2021/8/5,0,0.77,9.65,4.11,-1.65,,,5.54,0.27,267990335,205461368,62528967
2611,志信,15,202106,2021/8/13,8.03,0.61,10.03,-18.33,207.11,,0,28.37,-0.13,4549693,1054200,3495493
2612,中航,15,202106,2021/8/6,4.38,0.16,13.91,0.39,99.67,,0,13.52,0.43,19064698,7889149,11175549
2613,中櫃,15,202106,2021/8/13,0.68,1.63,17.84,11.86,6.48,,0,5.98,0.84,10892665,7787112,3105553
2614,東森,20,202106,2021/8/6,1.87,3.57,31.26,3.13,18.9,,0,28.13,1.07,16062413,9513570,6548843
2615,萬海,15,202106,2021/8/13,12.35,27.18,51.4,47.56,39.56,,0,3.84,16.97,169744860,94124380,75620480
2616,山隆,23,202106,2021/8/12,0.72,1.21,9.15,1.83,1.52,,0,7.32,2.91,11032192,4770425,6261767
2617,台航,15,202106,2021/8/9,1.31,1.9,41.9,37.95,32.35,,,3.96,1.3,23739693,7332900,16406793
2618,長榮航,15,202106,2021/8/4,0.28,0.12,12.29,3.32,0.4,,,8.97,-0.69,324082546,244502542,79580004
2630,亞航,15,202106,2021/8/3,0.88,1.98,4.99,-0.62,3.54,,0,5.6,0.63,4735000,2812851,1922149
2633,台灣高鐵,15,202106,2021/8/5,0.38,0.71,-5.87,-11.27,8.08,,,5.4,1.08,425359870,359315553,66044317
2634,漢翔,15,202106,2021/8/6,1.01,2.92,6.3,1.08,6.79,,1.99,5.22,0.3,43145241,29067565,14077676
2636,台驊投控,15,202106,2021/8/13,15.59,11.57,22.02,11.2,21.58,,0,10.82,10.02,13281921,5440154,7841767
2637,慧洋-KY,15,202106,2021/8/27,2.09,11.39,40.51,39.62,35.97,,0,0.88,6.33,82808920,54006258,28802662
2640,大車隊,36,202106,2021/8/12,1.17,2.1,43.1,10.64,6.31,,0,32.45,5.24,2769443,1316216,1453227
2641,正德,15,202106,2021/8/6,1.78,4.55,32.47,26.49,24.78,,0,5.98,0.97,4539153,2922660,1616493
2642,宅配通,15,202106,2021/8/5,1.91,3.18,18.61,7.95,7,,0,10.66,2.51,4626351,1889229,2737122
2643,捷迅,15,202106,2021/8/11,3.64,5.97,11.26,6.86,5.36,,0,4.4,7.65,1744516,815459,929057
2645,長榮航太,15,202106,2021/11/18,2.07,4.5,17.61,12.9,9.12,,0.17,4.72,2.15,23226260,13911008,9315252
2701,萬企,16,202106,2021/8/12,0.32,0.37,65.08,53.8,48.04,,,11.28,0.29,8877589,1231213,7646376
2702,華園,16,202106,2021/8/11,-0.45,-6.04,74.43,-13.99,-32.13,,0,88.42,-1.31,7287633,6440798,846835
2704,國賓,16,202106,2021/8/11,-0.79,-1.41,-9.56,-68.76,-41.3,,0,59.2,-0.47,14570673,3154854,11415819
2705,六福,16,202106,2021/8/13,-1.17,-4.99,-41.9,-107.14,-104.24,,0,65.23,-1.96,15843150,10730251,5112899
2706,第一店,16,202106,2021/8/12,0.2,0.23,78.4,68.6,34.64,,,9.8,0.21,10337839,1422776,8915063
2707,晶華,16,202106,2021/8/9,1.28,3.35,16.06,-1.82,11.01,,0,17.88,6.1,9422828,6008411,3414417
2712,遠雄來,16,202106,2021/8/13,-1.12,-1.31,1.47,-35.96,-26.63,,0,37.42,0.81,1435099,228187,1206912
2718,晶悅,14,202106,2021/8/11,-0.32,-0.63,4.75,-87.05,-80.26,,0,91.8,-0.44,2586258,1297094,1289164
2719,燦星旅,16,202106,2021/8/12,-5.87,-22.95,11.69,-146.78,-125.61,,0,158.47,-1.94,239245,174799,64446
2722,夏都,16,202106,2021/8/6,-1.04,-1.4,19.14,-33.19,-28.5,,0,52.39,0.73,2804553,661670,2142883
2723,美食-KY,16,202106,2021/8/27,2.04,3.77,60.03,7.57,8.22,,0.2,52.46,8.41,21397198,10212301,11184897
2724,富驛-KY,16,202106,2021/8/27,-1.45,-13.21,87.07,-48.11,-85.83,,0,135.18,-0.61,734407,636691,97716
2726,雅茗-KY,16,202106,2021/8/26,-0.02,-0.59,47.12,-2.73,-0.86,,1.11,49.85,3.19,1609793,952827,656966
2727,王品,16,202106,2021/8/5,-1.61,-3.9,39.97,-5.46,-6.4,,0.1,45.43,6.79,12478295,8775432,3702863
2729,瓦城,16,202106,2021/8/16,-0.24,-0.86,47.78,-2.3,-2.12,,0,50.08,17.3,5527136,3256066,2271070
2731,雄獅,16,202106,2021/8/5,-1.13,-4.04,17.76,-69.17,-18.78,,,86.93,-5.42,5400180,3659025,1741155
2732,六角,16,202106,2021/8/13,0.33,0.56,39.26,2.7,1.14,,0.54,38.99,3.39,4566372,2584717,1981655
2734,易飛網,16,202106,2021/8/13,-1.67,-5.84,25.36,-27.66,-14.61,,0,53.01,-2.18,480033,279125,200908
2736,富野,16,202106,2021/8/6,-1.24,-2.8,31.99,-56.76,-45.79,,0,88.75,1.11,2324684,1119983,1204701
2739,寒舍,16,202106,2021/8/10,-1.55,-20,-19.48,-75.65,-62.78,,0,57.23,-4.19,13815567,12644693,1170874
2740,天蔥,16,202106,2021/8/12,-6.05,-26.46,35.61,-61.73,-34.78,,1.36,97.34,-2.96,122948,82698,40250
2743,山富,16,202106,2021/8/13,-1.02,-2.09,22.15,-26.81,-11.55,,0,48.96,-0.91,772879,273873,499006
2745,五福,16,202106,2021/8/11,-3.25,-4.02,20.11,-109.59,-47.69,,0,129.7,-4.7,481370,86380,394990
2748,雲品,16,202106,2021/8/13,-1.2,-4.25,-15.71,-40.73,-24.34,,0,25.02,1.11,3778361,2560908,1217453
2752,豆府,16,202106,2021/8/13,0.5,0.79,43.46,-8.6,2.02,,0.25,52.06,8.98,1355307,553061,802246
2753,八方雲集,16,202106,2021/8/11,3.47,6.63,38.27,12.22,9.66,,0.34,26.04,10.4,4221296,2250760,1970536
2754,亞洲藏壽司,16,202106,2021/8/12,-1.4,-4.14,33.12,-18.03,-14.18,,0.02,51.15,1.13,3486580,2211523,1275057
2755,揚秦,16,202106,2021/8/10,1.31,3,25.03,5.5,3.77,,0.13,19.52,3.84,1162676,587385,575291
2756,聯發國際,16,202106,2021/8/13,4.26,15.15,51.71,21.95,15.19,,1.16,29.76,7.6,793723,558506,235217
2801,彰銀,17,202106,2021/8/31,0.09,1.32,,,31.78,,,59.03,0.67,2417921905,2248105555,169816350
2809,京城銀,17,202106,2021/8/16,0.58,3.99,,,66.15,,,15.72,6.99,327746581,280041078,47705503
2812,台中銀,17,202106,2021/8/13,0.15,1.93,,,34.72,,,49.55,1.07,753594399,693685163,59909236
2816,旺旺保,17,202106,2021/8/27,0.49,1.54,29,5.39,4.31,,,23.61,3.21,19212588,13022142,6190446
2820,華票,17,202106,2021/8/18,0.21,1.8,,,65.04,,,18.55,1.36,213184681,188019737,25164944
2832,台產,17,202106,2021/8/30,-1.11,-2.59,1.03,-16.5,-12.91,,,17.53,0.24,22112325,12754074,9358251
2834,臺企銀,17,202106,2021/8/25,0.08,1.39,,,23.46,,,53.13,0.66,1855681848,1754505773,101176075
2836,高雄銀,17,202106,2021/8/23,0.08,1.34,,,24.18,,,67.08,0.71,284132560,266805698,17326862
2838,聯邦銀,17,202106,2021/8/30,0.16,2.09,,,30.8,,,61.46,1.4,810397309,746032067,64365242
2845,遠東銀,17,202106,2021/8/31,0.09,1.32,,,23.61,,,57.29,0.67,699581419,650799459,48781960
2849,安泰銀,17,202106,2021/8/20,0.21,1.93,,,42.61,,,47.61,1.13,323196693,289057114,34139579
2850,新產,17,202106,2021/8/27,1.47,4.32,34.52,15.71,13.51,,,18.82,6.42,42422181,27759975,14662206
2851,中再保,17,202106,2021/8/12,0.95,2.98,12.63,10.3,8.61,,,2.33,3.12,50067861,33704197,16363664
2852,第一保,17,202106,2021/8/26,0.69,1.64,32.6,9.41,7.27,,,23.19,0.98,16741722,9709765,7031957
2855,統一證,17,202106,2021/8/23,1.5,6.81,93.14,49.89,47.88,,,43.25,4.08,152352664,121816594,30536070
2867,三商壽,17,202106,2021/8/30,0.08,2.55,-0.72,-4.26,3.4,,,3.55,1.08,1372469189,1328282088,44187101
2880,華南金,17,202106,2021/8/31,0.16,2.67,,,40.71,,,56.65,1.28,3298258000,3098585139,199672861
2881,富邦金,17,202106,2021/8/30,0.38,4.35,,,30.94,,,14.19,12.31,9992413269,9115658157,876755112
2882,國泰金,17,202106,2021/8/25,0.3,3.85,,,21.74,,,13.04,9.88,11318443471,10421026919,897416552
2883,開發金,17,202106,2021/8/24,0.28,3.18,,,21.14,,,18.49,1.77,3498255860,3187378066,310877794
2884,玉山金,17,202106,2021/8/20,0.17,2.66,,,35.2,,,54.14,1.46,3000670631,2807945384,192725247
2885,元大金,17,202106,2021/8/23,0.37,3.9,,,32.7,,,43.29,2.69,3014518510,2737315853,277202657
2886,兆豐金,17,202106,2021/8/27,0.15,1.94,,,42.9,,,51.59,1.93,4234082059,3915707609,318374450
2887,台新金,17,202106,2021/8/20,0.36,4.37,,,52.8,,,42.3,1.7,2472368252,2274115988,198252264
2888,新光金,17,202106,2021/8/20,0.09,1.74,,,7.17,,,12.19,1.55,4557945191,4309909174,248036017
2889,國票金,17,202106,2021/8/24,0.31,2.42,,,44.44,,,46.83,1.4,343095701,298526442,44569259
2890,永豐金,17,202106,2021/8/20,0.19,2.59,,,37.45,,,55.9,1.35,2281820457,2117688152,164132305
2891,中信金,17,202106,2021/8/20,0.21,3.28,,,36.18,,,44.73,2.93,6695193567,6266292567,428901000
2892,第一金,17,202106,2021/8/27,0.16,2.59,,,38.22,,,40.76,1.48,3600729095,3371550492,229178603
2897,王道銀行,17,202106,2021/8/26,0.15,1.57,,,35.95,,,48.16,0.57,560102076,505856231,54245845
2901,欣欣,18,202106,2021/8/10,-0.35,-0.4,76.19,-29.18,-19.61,,0,105.37,0.12,966488,104170,862318
2903,遠百,18,202106,2021/8/13,0.04,-0.19,48.14,1.38,-1.53,,0,46.76,1.96,121072082,81292785,39779297
2904,匯僑,20,202106,2021/8/4,1.41,2.14,37.61,24.46,18.7,,0,13.15,1.85,1640431,545292,1095139
2905,三商,18,202106,2021/8/13,0.09,2.66,25.69,18.66,2.63,,0.11,7.03,2.44,1399044817,1350784893,48259924
2906,高林,18,202106,2021/8/12,0.76,1.07,24.52,3.61,3.15,,0,20.92,0.35,9593432,3897260,5696172
2908,特力,18,202106,2021/8/11,0.7,4.4,22.51,2.26,2,,0,20.25,1.71,39073333,32394795,6678538
2910,統領,18,202106,2021/8/10,0.43,0.62,81.09,27.38,22,,,53.71,0.58,5911592,3606093,2305499
2911,麗嬰房,18,202106,2021/8/16,-3.52,-8.33,43.22,-23.67,-22.97,,0,66.89,-1.57,4574947,2644590,1930357
2912,統一超,18,202106,2021/8/3,1.05,4.48,33.23,3.27,3.06,,0,29.96,9.22,210929740,172729171,38200569
2913,農林,18,202106,2021/8/10,-0.07,-0.4,29.4,-63,-43.85,,2.29,92.4,-0.27,25216847,9456290,15760557
2915,潤泰全,18,202106,2021/8/12,2.27,2.85,28.19,-2.5,478.42,,0,30.69,19.52,158605906,39593656,119012250
2916,滿心,38,202106,2021/8/6,-0.89,-1.18,50.3,-7.96,-5.05,,0,58.25,1.96,1124298,240754,883544
2923,鼎固-KY,14,202106,2021/8/25,0.56,0.76,57.06,38.95,45.05,,0,13.26,1.14,116139955,63736907,52403048
2924,宏太-KY,38,202106,2021/8/26,-5.78,-14.08,60.34,-41.9,-40.94,,0.88,102.24,-2.35,453103,267921,185182
2926,誠品生活,32,202106,2021/8/10,-0.49,-10.11,30.51,-15.22,-9.5,,0,45.73,1.66,13443267,12491284,951983
2929,淘帝-KY,18,202106,2021/8/26,-8.43,-12.95,-43.9,-64.01,-62.38,,1.86,20.1,-18.49,4650825,1713807,2937018
2937,集雅社,38,202106,2021/8/9,1.18,2.79,25.02,3.54,2.67,,0,21.48,2.76,1633412,964750,668662
2939,凱羿-KY,18,202106,2021/8/31,-3.92,-4.89,8.17,-21.57,-29.7,,0.49,29.68,1.03,1302719,291882,1010837
2945,三商家購,18,202106,2021/7/31,1.06,4.47,24.49,1.05,1.24,,0,23.44,3.6,5649970,4167118,1482852
2947,振宇五金,38,202106,2021/8/12,1.59,5.18,39.18,9.12,6.72,,0,30.06,6.13,2047679,1483365,564314
3002,歐格,25,202106,2021/7/30,0.06,0.2,20.34,-4.1,0.76,,6.13,24.39,0.19,1827296,514876,1312420
3003,健和興,28,202106,2021/8/13,2.32,3.53,35.83,24.48,14.07,,2.08,11.35,3.31,7452037,2419437,5032600
3004,豐達科,10,202106,2021/7/29,-0.92,-2.57,3.03,-17.86,-14.26,,6.72,20.9,-1.85,4298819,2512419,1786400
3005,神基,25,202106,2021/8/13,7.01,-0.79,25.51,8.15,31.47,,5.37,17.48,3.04,34311016,16103128,18207888
3006,晶豪科,24,202106,2021/7/30,8.59,13.89,36.66,26.3,20.94,,6.24,10.37,8.32,15995620,5927069,10068551
3008,大立光,26,202106,2021/7/26,1.66,2.17,60.29,49.96,29.27,,7.49,10.38,157.03,177945021,40917066,137027955
3010,華立,29,202106,2021/8/13,1.89,4.44,8.87,4.49,4.29,,0,4.38,9.89,40894765,24337722,16557043
3011,今皓,28,202106,2021/7/29,-0.94,-2.03,7.24,-5.41,-4.4,,2.68,12.65,-1.01,1851582,963966,887616
3013,晟銘電,25,202106,2021/8/11,-0.83,-1.76,3.8,-4.39,-3.91,,1.29,8.2,-0.17,4899177,2534471,2364706
3014,聯陽,24,202106,2021/8/10,6.18,8.35,54.18,30.41,25.4,,13.55,23.77,8.72,7933104,2132457,5800647
3015,全漢,28,202106,2021/8/5,0.85,1.28,13.86,4.15,3.83,,2.73,9.7,3.66,19825217,7676569,12148648
3016,嘉晶,24,202106,2021/8/12,1.53,2.25,14.27,9.18,7.49,,1.36,5.09,0.43,6296020,2134601,4161419
3017,奇鋐,25,202106,2021/8/6,2.26,8.97,18.12,10.65,7.47,,5.06,7.47,7.98,44672663,32444322,12228341
3018,隆銘綠能,31,202106,2021/8/16,-0.02,-0.41,9.67,2.11,-0.49,,0,7.56,-1.09,1641129,1150043,491086
3019,亞光,26,202106,2021/8/6,2.24,3.2,20.53,10.15,9.11,,4.02,10.37,3.78,21607482,6141822,15465660
3021,鴻名,28,202106,2021/8/11,0.96,2,20.87,6.45,3.16,,0,14.42,1.11,2742877,1535631,1207246
3022,威強電,25,202106,2021/8/9,1.95,2.75,35.83,12.32,13.81,,8.65,23.52,5.6,11672505,3695572,7976933
3023,信邦,28,202106,2021/7/26,2.78,6.66,25.79,12.11,10.69,,3.52,13.68,9.79,25772587,16052671,9719916
3024,憶聲,26,202106,2021/8/11,-0.71,-8.69,23.17,-6.81,48.81,,4.29,29.98,-0.73,4167500,1413490,2754010
3025,星通,27,202106,2021/8/10,-0.08,-0.14,53.28,-0.95,-1.14,,34.57,54.24,0.65,1006757,176121,830636
3026,禾伸堂,28,202106,2021/8/2,3.56,6.09,23.29,14.25,12.88,,1.78,9.04,10.73,16555931,7232379,9323552
3027,盛達,27,202106,2021/8/11,0.56,0.8,34.68,7.16,5.14,,9.01,27.52,0.03,2582209,1089722,1492487
3028,增你強,29,202106,2021/8/16,1.44,5.29,6.2,2.67,2.37,,0,3.53,3.35,19040606,14285874,4754732
3029,零壹,30,202106,2021/8/4,1.98,4.5,10.65,5,4.36,,0.06,5.65,3.39,5936025,3374619,2561406
3030,德律,31,202106,2021/8/5,4.36,5.63,53.95,30.3,22.37,,7.65,23.65,4.59,8366283,2036197,6330086
3031,佰鴻,26,202106,2021/8/13,3.43,4.31,28.47,11.08,26.99,,0.62,17.39,1.41,3550650,802405,2748245
3032,偉訓,28,202106,2021/8/12,1.4,2.65,17.62,5.77,5.45,,2.8,11.85,3.17,8441191,4602433,3838758
3033,威健,29,202106,2021/8/12,2.05,7.44,7.04,3.76,2.44,,0,3.29,3.04,24987353,18688791,6298562
3034,聯詠,24,202106,2021/7/30,12.45,21.16,50.33,35.16,28.69,,12.83,15.17,37.32,88298356,41836593,46461763
3035,智原,24,202106,2021/7/27,2.09,2.76,49.68,13.07,11.43,,27.28,36.61,1.75,9515504,2467107,7048397
3036,文曄,29,202106,2021/8/13,1.53,4.56,4.12,2.63,1.96,,0.13,1.49,7.82,142301725,94911121,47390604
3037,欣興,28,202106,2021/7/27,1.44,2.69,19.35,8.51,7.6,,4.89,10.92,2.76,135117086,77305277,57811809
3038,全台,26,202106,2021/8/13,1.73,3.03,16.75,6.33,5.73,,2.69,10.52,1.27,3612000,1698063,1913937
3040,遠見,20,202106,2021/8/6,2.09,0.83,65.96,35.73,96.96,,7.96,30.22,1.19,2020881,125792,1895089
3041,揚智,24,202106,2021/8/9,-0.58,-0.78,38.76,-5.04,-3.12,,32.58,43.79,-1.29,3692146,620736,3071410
3042,晶技,28,202106,2021/8/13,5.23,8.71,36.54,23.95,21.2,,5.4,12.58,7.53,18229919,7997727,10232192
3043,科風,31,202106,2021/8/16,0.58,8.86,18.63,-3.14,2.46,,4.56,21.76,-0.14,1163216,1087655,75561
3044,健鼎,28,202106,2021/8/9,1.67,3.03,18.06,10.14,8.84,,0.35,7.92,9.83,82337840,47386094,34951746
3045,台灣大,27,202106,2021/8/13,1.85,4.72,20.75,11.08,8.68,,0.16,9.95,3.82,188925375,122626550,66298825
3046,建碁,25,202106,2021/8/11,0.8,1.92,16.79,2.52,2.05,,1.02,14.27,0,1604215,985232,618983
3047,訊舟,27,202106,2021/8/6,-0.36,-1.05,21.48,-0.63,-2.44,,7.87,22.11,0.11,7390610,4409322,2981288
