證券代碼,簡稱,TSE 產業別,年月,財報發布日,ROA(A)稅後息前,ROE(B)－常續利益,營業毛利率,營業利益率,稅後淨利率,股利殖利率,研究發展費用率,營業費用率,常續性EPS,資產總額,負債總額,股東權益總額
1711,永光,21,202106,2021/8/13,1.33,2.02,24.05,7.84,7.37,,3.85,16.21,0.76,13774466,4925391,8849075
1712,興農,21,202106,2021/8/6,1.55,4.39,27.84,5.92,4.66,,0.99,21.92,2.08,14675100,7645670,7029430
1713,國化,21,202106,2021/8/6,1.63,1.05,16.78,6.67,27.14,,0,10.11,0.88,2616075,151719,2464356
1714,和桐,21,202106,2021/8/11,1.78,2.47,17.11,11.27,8.27,,0.43,5.85,0.55,24677963,8132045,16545918
1717,長興,21,202106,2021/8/6,1.91,4.37,21.92,9.61,8.06,,2.71,12.31,3,59808339,35099349,24708990
1718,中纖,21,202106,2021/8/16,0.1,1.11,37.34,11.68,9.88,,,25.66,-0.46,781133143,712368054,68765089
1720,生達,22,202106,2021/8/4,2.68,3.88,44.63,17.63,17.04,,5.35,27,3.18,7386444,2399064,4987380
1721,三晃,21,202106,2021/8/12,0.4,0.6,3,-5.06,2.17,,1.86,8.06,-0.53,4214006,1759859,2454147
1722,台肥,21,202106,2021/8/13,0.98,1.5,24.74,9.63,29.12,,0.59,15.11,2.14,78093800,25224749,52869051
1723,中碳,21,202106,2021/8/3,2.5,4.01,21.2,15.63,14.8,,1.94,5.58,3.86,11979054,4791320,7187734
1725,元禎,21,202106,2021/8/12,0.9,1.42,4.42,2.32,1.81,,0,2.1,1.33,6335106,2725861,3609245
1726,永記,21,202106,2021/8/9,1.91,2.18,24.06,11.71,9.37,,2.41,12.36,5.73,10848115,1501040,9347075
1727,中華化,21,202106,2021/8/11,1.68,0.58,22,10.91,13.93,,1.17,11.09,1.93,2413206,1041875,1371331
1730,花仙子,21,202106,2021/8/5,1.97,2.85,47.22,9.57,9.01,,1.96,37.55,3.04,2702423,1020197,1682226
1731,美吾華,22,202106,2021/8/9,2.09,2.68,66.75,18.15,17.32,,0,48.6,1.25,2680801,634631,2046170
1732,毛寶,21,202106,2021/8/11,1.56,2.04,40.89,3.91,6.28,,0.59,36.98,0.73,666942,160517,506425
1733,五鼎,22,202106,2021/8/11,1.07,0.81,26.19,7.7,4.65,,7.68,18.49,0.97,2631748,916540,1715208
1734,杏輝,22,202106,2021/8/13,-0.27,-0.71,37.69,0.53,-3.68,,15.56,37.15,-0.32,6322747,3095034,3227713
1735,日勝化,21,202106,2021/8/12,0.42,0.76,13.92,3.12,1.27,,2.19,10.8,1.29,3416645,1984301,1432344
1736,喬山,37,202106,2021/8/10,0.11,0.07,47.2,-0.02,0.12,,2.78,47.21,3.24,31693730,22060320,9633410
1737,臺鹽,02,202106,2021/8/6,1.31,1.68,35.47,14.62,10.84,,1.32,20.85,2.13,8333685,2029635,6304050
1742,台蠟,21,202106,2021/8/13,0.58,1.04,23.59,8.45,4.7,,0,15.14,0.05,1796689,932569,864120
1752,南光,22,202106,2021/8/5,1.68,2.42,33.88,14.95,12.26,,7.17,18.93,1.78,3296559,1154571,2141988
1760,寶齡富錦,22,202106,2021/8/13,2.58,6.17,52.3,15.52,13.94,,6.29,36.78,1.05,2964314,1729780,1234534
1762,中化生,22,202106,2021/8/13,3.56,4.66,50.25,29.88,25.29,,10.16,20.37,4.58,3783150,982461,2800689
1773,勝一,21,202106,2021/7/28,4.72,7.17,29.21,19.07,15.93,,2.14,10.14,7.14,9605753,3652533,5953220
1776,展宇,21,202106,2021/8/13,0.98,1.47,20.86,5.71,34.23,,1.83,15.15,0.99,1980482,751116,1229366
1777,生泰,22,202106,2021/8/4,1.2,1.74,30.52,19.02,10.28,,3.02,11.5,4.79,1911681,596745,1314936
1781,合世,22,202106,2021/8/12,-2.88,-6.44,10.36,-8.66,-14.69,,3.66,19.03,-1.9,944663,512598,432065
1783,和康生,22,202106,2021/8/10,2.15,2.4,52.29,17.2,17.67,,16.37,35.09,1.09,1016271,112969,903302
1784,訊聯,22,202106,2021/8/12,0.96,1.23,55.32,7.14,6.81,,8.37,48.17,0.7,1763208,452636,1310572
1785,光洋科,31,202106,2021/8/9,1.53,2.59,12.26,5.35,4.28,,1.12,6.91,2.49,24669771,12258832,12410939
1786,科妍,22,202106,2021/8/4,1.48,2.2,65.7,24.54,24.94,,13.16,41.16,2.05,2280559,820127,1460432
1788,杏昌,22,202106,2021/8/12,2.22,4.22,25.63,10.51,9.25,,0,15.12,8.82,4359903,2068647,2291256
1789,神隆,22,202106,2021/8/11,0.76,0.8,45.09,14.82,12.13,,7.82,30.27,0.33,12078396,1693158,10385238
1795,美時,22,202106,2021/8/12,1.97,3.6,41.82,17.46,10.24,,5.04,24.35,5.34,21519710,10842179,10677531
1796,金穎生技,02,202106,2021/8/11,0.93,1.49,37.23,14.28,8.6,,4.63,22.94,0.77,1309813,598289,711524
1799,易威,22,202106,2021/8/12,-5.2,-7.61,8.72,-134.19,-145.51,,128.95,142.9,-0.8,1381654,366087,1015567
1802,台玻,08,202106,2021/8/12,3.54,6.34,32.97,22.03,21.08,,1.18,10.93,2.71,94830870,43460325,51370545
1805,寶徠,14,202106,2021/8/11,-0.2,-0.89,20.61,-7.42,-9.18,,0,28.03,-0.53,1390715,806650,584065
1806,冠軍,08,202106,2021/8/13,-0.04,0.15,27.6,7.34,-1.95,,0.82,20.26,-0.01,9738934,4319362,5419572
1808,潤隆,14,202106,2021/8/10,0.94,5.38,26.42,19.75,14.02,,0,6.67,3.09,34380724,28651689,5729035
1809,中釉,08,202106,2021/8/10,0.1,0.1,21.06,0.29,0.62,,2.2,22.05,0,4359872,910358,3449514
1810,和成,08,202106,2021/8/13,0.73,1.04,25.93,3.59,4.91,,2.43,22.34,0.05,10711581,4659094,6052487
1813,寶利徠,22,202106,2021/8/10,-0.66,-1.04,8.95,-8.01,-7.81,,0.88,16.96,0.12,1279217,408735,870482
1815,富喬,28,202106,2021/8/13,1.35,2.3,26.79,13.5,12.22,,1.32,13.29,-0.14,14506150,7665478,6840672
1817,凱撒衛,08,202106,2021/8/5,2.15,3.08,33.85,11.73,9.06,,0.79,21.81,3.4,2704236,873894,1830342
1903,士紙,09,202106,2021/8/12,0.13,0.13,58.65,14.41,10.13,,1.94,44.24,0.24,15510585,3961387,11549198
1904,正隆,09,202106,2021/8/12,1.87,3.99,26.27,13.15,9.89,,0.24,13.12,3.92,65714814,36489992,29224822
1905,華紙,09,202106,2021/8/13,1.32,2.49,18.07,8.03,7.32,,0.71,10.03,0.46,33724801,16103575,17621226
1906,寶隆,09,202106,2021/8/10,1.87,1.93,21.21,-1.46,220.42,,0,22.66,1.03,10321059,2086519,8234540
1907,永豐餘,09,202106,2021/8/16,2.17,4.61,25.48,14.03,12.02,,0.82,11.45,4.45,131494485,70259345,61235140
1909,榮成,09,202106,2021/8/13,1.59,3.68,17.74,8.69,6.5,,2.79,9.06,2.07,75022414,47771962,27250452
2002,中鋼,10,202106,2021/8/6,2.83,5.18,21.34,17.98,15.68,,0.53,3.36,1.88,656665059,310387052,346278007
2006,東和鋼鐵,10,202106,2021/8/13,3.11,5.2,15.78,12.03,10.08,,0,3.75,4.86,51164912,21069698,30095214
2007,燁興,10,202106,2021/8/12,0.25,0.17,7.29,4.77,0.45,,0,2.51,-0.25,12693838,5217157,7476681
2008,高興昌,10,202106,2021/8/10,0.37,0.5,12.95,7.27,3.83,,0,5.68,0.3,7132258,4071019,3061239
2009,第一銅,10,202106,2021/8/9,1,1.11,13.53,11.55,10.04,,,1.99,0.9,10210160,1636783,8573377
2010,春源,10,202106,2021/8/6,1.85,3.23,9.93,6,5.72,,0,3.93,1.45,22284396,11097861,11186535
2012,春雨,10,202106,2021/8/12,2.46,4.88,18.19,9.32,8.94,,0.94,8.87,1.52,11854835,7488104,4366731
2013,中鋼構,10,202106,2021/8/5,0.62,1.07,3.4,1.31,2.51,,0.12,2.09,1.4,14687512,9781141,4906371
2014,中鴻,10,202106,2021/8/3,7.64,9.88,15.79,13.93,17.02,,0,1.86,3.17,31550512,10604292,20946220
2015,豐興,10,202106,2021/8/5,3.94,4.82,14.17,11.78,10.41,,0.11,2.39,5.43,27104892,5134420,21970472
2017,官田鋼,10,202106,2021/8/13,2.23,3.9,22.24,14.55,18.42,,0.13,7.7,1.57,10847479,5080150,5767329
2020,美亞,10,202106,2021/8/5,2.47,4.85,15.32,10.61,10.4,,0,4.72,2.21,7688062,4156369,3531693
2022,聚亨,10,202106,2021/8/13,2.4,3.33,12.34,8.42,5.97,,0.03,3.92,0.61,8926950,3291716,5635234
2023,燁輝,10,202106,2021/8/6,1.65,3.94,11.78,6.17,5.09,,0.11,5.61,1.36,91425885,61134476,30291409
2024,志聯,10,202106,2021/8/4,2.34,3.53,18.57,13.48,10.27,,0,5.09,0.97,1886692,679999,1206693
2025,千興,10,202106,2021/8/12,0.64,-5.71,-2.2,-6.19,3.48,,0,3.8,-0.18,1694803,1223121,471682
2027,大成鋼,10,202106,2021/8/12,3,8.66,28.12,19.34,10.63,,0,8.77,3.26,99375817,58026896,41348921
2028,威致,10,202106,2021/8/11,5.86,11.96,16.38,14.68,13.04,,0,1.7,3.61,7521330,3791766,3729564
2029,盛餘,10,202106,2021/8/9,3.28,3.75,15.72,11.55,9.47,,0.56,4.17,2.77,10806904,1435394,9371510
2030,彰源,10,202106,2021/8/3,2.49,6.81,17.16,10.26,7.4,,0,6.9,2.03,12274047,8137939,4136108
2031,新光鋼,10,202106,2021/8/3,4.4,6.48,24.23,20.11,24.71,,0,4.11,4.55,23498002,12347764,11150238
2032,新鋼,10,202106,2021/8/5,2.91,3.48,11.9,8.46,7.12,,0,3.44,1.2,2187690,436986,1750704
2033,佳大,10,202106,2021/8/9,0.26,0.27,10.36,1.22,1.41,,0,9.14,0.26,1306836,255686,1051150
2034,允強,10,202106,2021/8/6,2.19,3.02,15.36,7.69,6.93,,0,7.67,1.37,15266662,6025917,9240745
2035,唐榮,10,202106,2021/8/3,1.8,6.67,8.59,6.74,7.04,,0.1,1.85,0.88,17653935,13054020,4599915
2038,海光,10,202106,2021/8/12,2.09,4.89,9.18,6.87,6.87,,0.01,2.31,1.96,8144785,4422880,3721905
2049,上銀,05,202106,2021/8/5,2.06,3.5,36.12,20.25,13.99,,3.64,15.87,8.22,49862121,21226319,28635802
2059,川湖,28,202106,2021/8/6,2.75,3.28,52.25,42.07,25.82,,3.58,10.17,14.26,14199750,2261209,11938541
2061,風青,06,202106,2021/8/11,2.9,1.24,10.99,4.74,10.63,,0,6.25,0.51,1089036,528867,560169
2062,橋椿,38,202106,2021/7/30,0.87,1.89,13.69,4.93,4.25,,0.55,8.76,1.74,13423433,8148608,5274825
2063,世鎧,10,202106,2021/8/10,2.26,5.38,25.11,15.9,11.57,,1.78,9.2,2.85,1845472,1103644,741828
2064,晉椿,10,202106,2021/8/11,0.98,2.43,11.44,6.74,3.74,,0.08,4.71,0.38,3315084,2212012,1103072
2065,世豐,10,202106,2021/7/27,2.2,4.3,18.77,11.33,8.26,,0.28,7.43,3.91,2736847,1362015,1374832
2066,世德,05,202106,2021/8/13,1.13,2.4,25.79,5.49,4.33,,0.71,20.31,3.53,2670962,1480106,1190856
2067,嘉鋼,05,202106,2021/8/12,0.16,-0.1,15.75,-1.87,-0.06,,3.64,17.62,-0.12,1697405,1172874,524531
2069,運錩,10,202106,2021/8/6,2.06,5,12.85,6.75,5,,0.27,6.1,2.77,10011473,6549509,3461964
2070,精湛,05,202106,2021/8/5,1.48,2.42,52.54,19.77,15.94,,6.07,32.77,1.6,1544501,721146,823355
2073,雄順,10,202106,2021/8/13,6.36,12.08,32.38,19.3,15.04,,0.39,13.08,3.6,793285,403902,389383
2101,南港,11,202106,2021/8/16,0.77,-3.58,14.51,-14.88,12.4,,1.95,29.41,-0.06,34517826,22992729,11525097
2102,泰豐,11,202106,2021/8/13,-8.37,-12.69,-109.19,-248.89,-344.01,,7.4,139.7,-2.22,12950180,6775722,6174458
2103,台橡,11,202106,2021/8/5,3.78,7.11,23.22,14.64,13.74,,1.07,9.23,3.19,32111204,14016080,18095124
2104,國際中橡,11,202106,2021/8/12,0.7,0.97,18.11,7.01,5.76,,2.04,11.11,1.78,54017149,18689412,35327737
2105,正新,11,202106,2021/8/11,1.15,2.01,22.66,8.41,6.28,,4.28,14.25,2.84,147987837,64748702,83239135
2106,建大,11,202106,2021/8/12,1.04,2.24,22.5,7.3,4.61,,4.13,15.2,2.4,44670176,25668575,19001601
2107,厚生,11,202106,2021/8/11,1.21,1.27,36.86,26.77,26.28,,0.45,10.09,2.46,12726537,881746,11844791
2108,南帝,11,202106,2021/8/9,14.12,19.33,55.34,46.98,35.64,,0.46,8.36,16.22,18642007,4094984,14547023
2109,華豐,11,202106,2021/8/12,1.98,3.43,25.42,15.25,10.98,,0.67,10.18,1.91,8221348,3698798,4522550
2114,鑫永銓,11,202106,2021/8/6,28.06,2.28,37.96,20.75,205.9,,1.43,17.21,6.17,4192840,505706,3687134
2115,六暉-KY,12,202106,2021/8/26,2.2,3.98,25.73,16.24,12.69,,1.04,9.49,9.71,5073261,2192687,2880574
2201,裕隆,12,202106,2021/8/13,0.58,2.52,31.28,9.26,9.47,,0.07,22.01,-0.34,309916666,243466823,66449843
2204,中華,12,202106,2021/8/6,2.33,2.83,17.66,9.51,17.29,,3.19,8.04,7.71,56777565,12398779,44378786
2206,三陽工業,12,202106,2021/8/13,1.16,2.8,19.01,5.43,4.83,,2.88,13.58,2.36,46938501,29394412,17544089
2207,和泰車,12,202106,2021/8/12,1.69,5.95,16.29,10.01,7.58,,0.05,6.13,29.77,324422709,238035849,86386860
2208,台船,15,202106,2021/8/11,0.08,0.08,3,0.12,0.41,,0.62,2.88,-0.99,41631727,28389510,13242217
2211,長榮鋼,10,202106,2021/8/13,1.07,1.4,19.88,14.87,12.58,,0,5.02,2.7,34734186,7647446,27086740
2221,大甲,20,202106,2021/8/12,2.97,5.08,23.97,14.6,11.09,,0.74,9.36,2.1,1503038,616410,886628
2227,裕日車,12,202106,2021/8/3,2.39,3.45,11.83,0.57,11.27,,1.47,11.26,21.18,29123886,11755361,17368525
2228,劍麟,12,202106,2021/8/9,1.93,2.67,22.81,3.25,11.75,,4.78,19.55,3.44,5427186,1680866,3746320
2230,泰茂,05,202106,2021/8/13,0.4,0.51,17.14,3.75,1.65,,1.02,13.36,-0.32,935456,447737,487719
2231,為升,12,202106,2021/8/12,1.25,2.19,36.34,12.06,9.76,,11.87,24.28,3.74,8746928,4216366,4530562
2233,宇隆,12,202106,2021/8/10,3.04,4.92,37.04,22.38,15.52,,5.43,14.66,8.39,4695169,1835061,2860108
2235,謚源,05,202106,2021/8/12,0.47,0.6,22.16,9.9,4.39,,2.73,12.26,1.62,1822011,536287,1285724
2236,百達-KY,12,202106,2021/8/31,1.12,1.84,28.75,11.58,6.88,,2.11,17.16,1.26,2292631,1042282,1250349
2239,英利-KY,12,202106,2021/8/27,0.5,1.18,14.06,3.17,2.14,,3.65,10.89,6.11,31248174,16900414,14347760
2241,艾姆勒,12,202106,2021/8/5,-1.05,-1.45,10.96,-6.2,-10.28,,10.18,17.15,-0.3,2490283,724505,1765778
2243,宏旭-KY,12,202106,2021/8/30,-0.39,-5.64,8.16,-4.26,-11.6,,3.68,12.41,-6.28,3896930,3365277,531653
2247,汎德永業,12,202106,2021/8/12,1.82,2.86,11.22,3.57,2.82,,0,7.67,15.55,18750625,6776159,11974466
2250,IKKA-KY,12,202106,2021/8/24,1.57,3.77,19.83,7.25,5.06,,1.29,12.57,6.62,3388559,1941202,1447357
2301,光寶科,25,202106,2021/7/29,2.33,4.59,19.65,9.34,9.95,,4.08,10.31,4.37,175149192,100858445,74290747
2302,麗正,24,202106,2021/8/13,1.21,1.48,34.99,15.98,12.95,,1.45,19.01,0.91,2145580,408652,1736928
2303,聯電,24,202106,2021/7/28,3,4.51,31.25,22.22,23.31,,6.22,12.18,3.03,421677394,181485267,240192127
2305,全友,25,202106,2021/8/6,-0.03,-0.19,31.84,-10.08,-1.13,,14.66,41.92,-0.06,2812079,616430,2195649
2308,台達電,28,202106,2021/7/29,2.34,4.34,30.06,11.15,10.24,,8.85,18.92,11.72,350919134,175686707,175232427
2312,金寶,31,202106,2021/8/16,0.27,1.9,6.8,0.7,0.32,,2.32,6.1,0.41,101669530,75642864,26026666
2313,華通,28,202106,2021/8/6,1,2.05,15.96,6.67,4.98,,4.88,9.29,3.65,66586041,37913934,28672107
2314,台揚,27,202106,2021/8/11,-1.35,-3.5,16.34,-8.28,-7.93,,17.55,24.62,-1.25,5758860,3544486,2214374
2316,楠梓電,28,202106,2021/8/12,0.89,1.38,8.97,0.52,8.74,,0.9,8.45,2.58,13174374,5553890,7620484
2317,鴻海,31,202106,2021/8/12,1.07,1.85,6.03,2.4,2.38,,1.89,3.63,8.4,3417262324,1936356062,1480906262
2321,東訊,27,202106,2021/8/13,0.28,0.17,20.27,-0.04,0.45,,4.95,20.31,-0.3,1929014,1466848,462166
2323,中環,26,202106,2021/8/13,-1.15,-0.68,23.42,-4.44,-15.27,,3.63,27.86,0.09,24843431,6147877,18695554
2324,仁寶,25,202106,2021/8/16,0.64,2.82,3.36,0.98,1.04,,1.48,2.38,2.78,457655738,344907046,112748692
2327,國巨,28,202106,2021/8/13,3.02,7.41,40.02,26.77,21.04,,2.38,13.25,36.87,231410993,140771475,90639518
2328,廣宇,28,202106,2021/8/12,1.29,1.98,11.72,6.19,5.29,,1.32,5.53,1.65,22319237,8865299,13453938
2329,華泰,24,202106,2021/7/30,2.9,5.32,19.97,13.17,10.22,,1.86,6.8,0.92,15315779,7078876,8236903
2330,台積電,24,202106,2021/8/13,4.5,6.78,50.03,39.14,36.14,,8.3,10.91,21.06,3092815189,1098844616,1993970573
2331,精英,25,202106,2021/8/16,0.52,-1.24,8.12,-1.7,1.6,,3.62,9.82,-1.26,23615893,13303146,10312747
2332,友訊,27,202106,2021/8/6,-1.28,-2.03,28.06,-2.96,-6.11,,7.43,31.03,-0.03,15486486,6051184,9435302
2337,旺宏,24,202106,2021/7/28,3,5.02,39.08,20.17,16.85,,10.54,18.91,3.03,66882533,27571300,39311233
2338,光罩,24,202106,2021/8/11,-1.22,-1.71,19.86,1.93,-9.93,,2.61,17.93,0.94,11075764,7269526,3806238
2340,台亞,24,202106,2021/8/2,1.74,2.24,32.37,15.86,13.22,,2.16,16.51,2.25,10611887,3142242,7469645
2342,茂矽,24,202106,2021/8/13,0.85,1.09,23.54,12.43,5.12,,4.92,11.11,0.62,3113444,864406,2249038
2344,華邦電,24,202106,2021/8/5,2.87,4.39,42.22,18.32,14.98,,15.42,23.9,1.29,139208440,56647639,82560801
2345,智邦,27,202106,2021/8/13,2.81,6.72,17.47,7.93,6.83,,4.45,9.54,8.62,35173336,22277174,12896162
2347,聯強,29,202106,2021/8/10,2.19,4.73,4.21,2.12,3.55,,0,2.1,5.53,164623617,108328354,56295263
2348,海悅,20,202106,2021/8/16,2.22,9.48,52.18,36.12,30.11,,0,16.06,17.31,17540758,13488268,4052490
2349,錸德,26,202106,2021/8/16,0.08,-0.44,17.61,0.63,-0.66,,2.62,16.98,-1.22,19406142,8942298,10463844
2351,順德,24,202106,2021/8/12,2.12,3.91,20.28,12.31,8.41,,2.19,7.97,3.57,11727661,5349346,6378315
2352,佳世達,25,202106,2021/8/11,2.56,2.63,14.75,3.41,7.84,,2.94,11.35,2.98,182912922,121506587,61406335
2353,宏碁,25,202106,2021/8/4,1.6,6.02,12.02,4.99,3.74,,0.82,7.07,3.88,196023016,134017307,62005709
2354,鴻準,31,202106,2021/8/12,0.88,1.36,8.79,4.46,6.68,,1.96,4.32,3.77,176958776,57494442,119464334
2355,敬鵬,28,202106,2021/8/11,0.41,0.59,8.07,0.67,2.03,,1.88,7.4,0.42,22971794,7745055,15226739
2356,英業達,25,202106,2021/8/10,0.51,1.84,4.48,0.9,0.88,,2.13,3.59,1.33,227284627,174834529,52450098
2357,華碩,25,202106,2021/8/11,2.65,5.57,21.64,10.5,9.22,,3.84,11.14,55.61,460814404,245067353,215747051
2358,廷鑫,20,202106,2021/8/11,1.53,3.04,17.77,10.45,7.5,,1.16,7.33,0.37,3649778,1996655,1653123
2359,所羅門,31,202106,2021/8/13,1.19,-0.19,20.22,1.05,8.67,,2.59,19.17,-0.13,7272672,2388276,4884396
2360,致茂,31,202106,2021/8/12,1.79,3.84,46.5,13.26,11.45,,8.57,33.24,5.72,28814564,11304221,17510343
2362,藍天,25,202106,2021/8/13,0.55,1.17,20.64,9.2,6.1,,2.14,11.44,2.24,95505871,55133091,40372780
2363,矽統,24,202106,2021/8/11,-0.79,-0.8,24.12,-152.27,-252.93,,97.17,176.39,-0.38,19520348,87036,19433312
2364,倫飛,25,202106,2021/8/13,0.93,3.36,31.03,5.49,3.75,,8.44,25.54,0.25,1233622,963587,270035
2365,昆盈,25,202106,2021/8/12,-1.02,-1.28,8.47,-19.85,-16.36,,0.11,28.33,0.59,3631182,663128,2968054
2367,燿華,28,202106,2021/8/12,-2.01,-4.72,-4.1,-17.94,-17.26,,0.9,13.84,0.43,22413376,12062993,10350383
2368,金像電,28,202106,2021/8/12,3.21,6.61,24.92,16.55,11.38,,2.36,8.37,4.03,23597055,13053579,10543476
2369,菱生,24,202106,2021/8/6,2.48,3.79,20.45,12.36,10.15,,2.29,8.09,0.77,8654312,3214317,5439995
2371,大同,05,202106,2021/8/16,1.03,1.41,26.76,5.93,8.33,,2.71,20.84,-1.16,109524553,86521475,23003078
2373,震旦行,31,202106,2021/8/13,2.12,3.7,45.75,11.21,10.86,,0,34.8,6.24,17925656,8492770,9432886
2374,佳能,26,202106,2021/8/13,8.5,-5.39,18.66,-33.03,114.25,,26.99,51.69,-1.93,9956977,3349975,6607002
2375,凱美,28,202106,2021/8/15,1.98,4.18,26.49,16.39,16.99,,1.02,10.1,7.01,19002547,10740383,8262164
2376,技嘉,25,202106,2021/8/16,5.54,10.69,26.73,11.96,10.34,,3.83,14.77,13.44,59832635,29214409,30618226
2377,微星,25,202106,2021/8/12,5.1,11.15,20.59,11.14,9.5,,2.92,9.45,15.4,90603085,51855568,38747517
2379,瑞昱,24,202106,2021/8/12,4.86,13.43,50.41,16.65,16.66,,26.36,33.76,23.89,94936279,65524380,29411899
2380,虹光,25,202106,2021/7/30,1.48,3.48,24.53,4.1,3.92,,11,20.43,-0.71,2751622,1717079,1034543
2382,廣達,25,202106,2021/8/13,1.27,5.19,6.58,3.43,3.09,,1.66,3.15,8.15,650192854,501790495,148402359
2383,台光電,28,202106,2021/7/28,3.94,7.34,24.54,16.7,13.09,,2,7.84,12.95,33516221,17080026,16436195
2385,群光,28,202106,2021/8/6,2.09,5.5,17.4,7.3,6.47,,3.36,10.1,5.78,78282553,46511868,31770685
2387,精元,25,202106,2021/8/9,1.7,4.19,13.35,7.79,5.91,,1.37,5.56,7.66,21521544,12593658,8927886
2388,威盛,24,202106,2021/7/29,-2.11,-3.63,44.47,-17.1,-24.3,,42.13,61.57,-5.14,17861288,6683804,11177484
2390,云辰,31,202106,2021/8/13,-2.28,-0.37,16.23,-4.57,-58.89,,4.77,20.8,-1.59,4129207,450480,3678727
2392,正崴,28,202106,2021/8/13,0.5,0.59,12.5,1.9,1.77,,3.03,10.59,4.34,74220129,44266780,29953349
2393,億光,26,202106,2021/8/13,2.06,3.33,27.8,11.77,9.24,,2.79,16.03,4.02,31266372,12340269,18926103
2395,研華,25,202106,2021/7/30,3.27,5.51,36.72,15.46,12.78,,7.36,21.25,9.69,57314363,23758506,33555857
2397,友通,25,202106,2021/8/6,1.42,2.39,20.78,5.96,4.06,,2.94,14.82,2.99,10950956,5541183,5409773
2399,映泰,25,202106,2021/8/13,5.03,1.65,22.82,8.93,23.19,,3.82,13.89,0.71,3015545,658007,2357538
2401,凌陽,24,202106,2021/8/13,3.3,2.98,51.29,15.06,20.93,,24.34,36.23,0.69,13782009,3151663,10630346
2402,毅嘉,28,202106,2021/8/12,0.57,0.52,12.6,3.36,2.99,,2.96,9.24,0.46,8981287,3408042,5573245
2404,漢唐,31,202106,2021/8/12,2.22,7.27,15.23,11.63,9.4,,0.12,3.6,15.68,24977810,16817168,8160642
2405,輔信,25,202106,2021/8/12,0.1,0.25,40.09,3.48,0.76,,10.37,36.61,0.22,3987774,611049,3376725
2406,國碩,26,202106,2021/8/13,-0.75,-1.86,8.15,-4.26,-6.69,,3.46,12.44,1,15343183,7741213,7601970
2408,南亞科,24,202106,2021/8/4,3.55,3.9,42.33,31.2,27.23,,8.31,11.13,3.7,177760829,19113546,158647283
2409,友達,26,202106,2021/8/12,4.66,9.25,28.74,21.21,20.76,,3.52,7.53,4.46,443668316,221825622,221842694
2412,中華電,27,202106,2021/8/6,1.82,2.38,37.38,22.75,18.69,,1.8,14.64,4.39,517759939,145100892,372659047
2413,環科,28,202106,2021/8/10,-0.67,-1.66,14.64,0.59,-3.81,,4.76,14.05,0.22,4651998,3079737,1572261
2414,精技,29,202106,2021/8/5,2.32,4.97,9.65,3.78,2.99,,0.55,5.87,3,7347346,3805360,3541986
2415,錩新,28,202106,2021/8/9,1.65,5.08,34.31,23.38,14.88,,0.69,10.62,2.84,7625360,5427892,2197468
2417,圓剛,25,202106,2021/8/12,1.87,2.35,48.53,12.79,10.45,,12.2,35.74,6.73,6836446,1739287,5097159
2419,仲琦,27,202106,2021/8/4,0.48,0.82,20.95,2.87,2.13,,3.82,18.08,0.67,11498143,6102031,5396112
2420,新巨,28,202106,2021/8/12,2.76,4.45,38.63,24.1,20.83,,2.7,14.52,3.29,5609098,2115280,3493818
2421,建準,28,202106,2021/8/2,0.73,1.82,18.92,1.93,2.23,,6.33,16.99,2.43,11338421,6619238,4719183
2423,固緯,31,202106,2021/8/12,1.16,1.98,50.73,12.97,6.72,,8.73,37.76,1.56,3650403,1406688,2243715
2424,隴華,27,202106,2021/8/13,-11.08,-37.06,-825.9,-1647.03,-1669.64,,393.95,821.13,-7.57,472757,284120,188637
2425,承啟,25,202106,2021/8/12,-0.33,3.31,10.41,5.12,-0.7,,0.32,5.29,2.02,3001280,1021040,1980240
2426,鼎元,26,202106,2021/8/11,0.4,1.52,23.16,12.55,2.5,,3.84,10.62,0.28,6255261,2411612,3843649
2427,三商電,30,202106,2021/8/12,0.69,1.3,30.17,4.2,3.9,,5.31,25.98,0.62,4699311,2480323,2218988
2428,興勤,28,202106,2021/8/10,3.73,5.41,45.24,31.92,22.4,,3.51,13.32,13.17,12274524,4039037,8235487
2429,銘旺科,26,202106,2021/8/13,0.92,1.96,17.57,2.92,2.35,,3.08,14.66,-0.34,1057828,692833,364995
2430,燦坤,29,202106,2021/8/5,1.24,3.41,15.1,3.47,2.83,,0,11.63,3.09,15263567,10400016,4863551
2431,聯昌,28,202106,2021/8/13,-1.03,-1.84,7.19,-5.4,-6.49,,2.26,12.59,-0.29,2258549,723349,1535200
2433,互盛電,31,202106,2021/8/13,1.26,1.97,27.54,11.86,10.16,,0,15.68,3.72,8023299,2949127,5074172
2434,統懋,24,202106,2021/8/11,-0.64,-0.77,22.59,-9.01,-10.4,,1.83,31.6,-0.17,639939,94116,545823
2436,偉詮電,24,202106,2021/8/5,4.34,2.95,29.81,12.72,22.34,,9.78,17.08,1.11,4932084,1478414,3453670
2438,翔耀,26,202106,2021/8/12,0.36,0.41,24.14,5.17,3.38,,0,18.97,0.05,944962,134322,810640
2439,美律,27,202106,2021/7/29,0.51,1.2,9.59,-0.62,1.82,,5.65,10.21,4.75,32020852,20919520,11101332
2440,太空梭,28,202106,2021/8/12,1.65,2.81,7.03,4.11,3.06,,0.16,2.92,1.37,2645998,1290760,1355238
